time_epoch_s,time_local,t_elapsed_s,meas1_raw_dBm,meas2_raw_dBm,meas3_raw_dBm,meas1_corr_dBm,meas2_corr_dBm,meas3_corr_dBm,sim_ref_W,sim_ref_dBm,sim_fwd_W,sim_fwd_dBm,sim_tx_W,sim_tx_dBm
1760697367.654896,2025-10-17 12:36:07,41.066644,-62.0897075,-68.3988421,-62.6646928,-62.0897075,-68.3988421,-62.6646928,9.152827894144759,39.615552961514325,0.0,,0.6101885262763173,27.854640370957508
1760697367.691901,2025-10-17 12:36:07,41.103649,-62.0897075,-68.5992518,-62.6646928,-62.0897075,-68.5992518,-62.6646928,8.878261827745627,39.4832794860424,0.0,,0.5918841218497085,27.722366895485585
1760697367.700900,2025-10-17 12:36:07,41.112648,-62.079346,-68.5992518,-62.5026053,-62.079346,-68.5992518,-62.5026053,8.81312293169739,39.451298280122224,0.0,,0.5875415287798259,27.690385689565407
1760697367.750975,2025-10-17 12:36:07,41.162723,-62.079346,-79.1112369,-62.5026053,-62.079346,-79.1112369,-62.5026053,8.456337885858126,39.27182327543458,0.0,,0.5637558590572085,27.510910684877768
1760697367.756976,2025-10-17 12:36:07,41.168724,-62.0693122,-79.1112369,-62.1648378,-62.0693122,-79.1112369,-62.1648378,8.414936624706248,39.25050849528241,0.0,,0.5609957749804165,27.489595904725597
1760697367.802485,2025-10-17 12:36:07,41.214233,-62.0693122,-70.1551844,-62.1648378,-62.0693122,-70.1551844,-62.1648378,8.105037927714903,39.08755051480493,0.0,,0.5403358618476602,27.32663792424812
1760697367.811493,2025-10-17 12:36:07,41.223241,-62.0684968,-70.1551844,-62.120834,-62.0684968,-70.1551844,-62.120834,8.045512337250544,39.05553705135618,0.0,,0.5363674891500364,27.294624460799366
1760697367.854065,2025-10-17 12:36:07,41.265813,-62.0684968,-68.541735,-62.120834,-62.0684968,-68.541735,-62.120834,7.768177521301301,38.903191416734614,0.0,,0.5178785014200868,27.142278826177805
1760697367.857067,2025-10-17 12:36:07,41.268815,-62.0759342,-68.541735,-62.120834,-62.0759342,-68.541735,-62.120834,7.749138469620506,38.892534213852755,0.0,,0.5166092313080339,27.131621623295946
1760697367.863065,2025-10-17 12:36:07,41.274814,-62.0759342,-68.541735,-62.1386825,-62.0759342,-68.541735,-62.1386825,7.711217640534643,38.871229607762075,0.0,,0.5140811760356429,27.110317017205265
1760697367.902575,2025-10-17 12:36:07,41.314323,-62.0759342,-69.5133044,-62.1386825,-62.0759342,-69.5133044,-62.1386825,7.464370895121744,38.729932108165244,0.0,,0.49762472634144955,26.969019517608434
1760697367.908579,2025-10-17 12:36:07,41.320327,-62.0804475,-69.5133044,-62.1386825,-62.0804475,-69.5133044,-62.1386825,7.427807339695241,38.70860630609968,0.0,,0.4951871559796828,26.94769371554287
1760697367.915581,2025-10-17 12:36:07,41.327330,-62.0804475,-69.5133044,-62.1515272,-62.0804475,-69.5133044,-62.1515272,7.385383844264331,38.683730720398174,0.0,,0.4923589229509555,26.92281812984136
1760697367.954155,2025-10-17 12:36:07,41.365904,-62.0804475,-66.8259172,-62.1515272,-62.0804475,-66.8259172,-62.1515272,7.154519804785016,38.5458049020893,0.0,,0.47696798698566784,26.784892311532488
1760697367.960155,2025-10-17 12:36:07,41.371903,-62.0729929,-66.8259172,-62.0661658,-62.0729929,-66.8259172,-62.0661658,7.11950043506048,38.52449520896936,0.0,,0.47463336233736547,26.763582618412553
1760697368.006669,2025-10-17 12:36:08,41.418417,-62.0729929,-68.6948967,-62.0661658,-62.0729929,-68.6948967,-62.0661658,6.851578943169807,38.357906659869016,0.0,,0.45677192954465384,26.596994069312206
1760697368.009668,2025-10-17 12:36:08,41.421417,-62.064227,-68.6948967,-62.0661658,-62.064227,-68.6948967,-62.0661658,6.834802377934617,38.34725961857275,0.0,,0.4556534918623078,26.586347028015936
1760697368.012669,2025-10-17 12:36:08,41.424417,-62.064227,-68.6948967,-62.0413429,-62.064227,-68.6948967,-62.0413429,6.8180602442629645,38.33660834328393,0.0,,0.45453734961753106,26.57569575272712
1760697368.058259,2025-10-17 12:36:08,41.470008,-62.064227,-67.8135309,-62.0413429,-62.064227,-67.8135309,-62.0413429,6.566527015228471,38.17335735326105,0.0,,0.43776846768189814,26.41244476270424
1760697368.062259,2025-10-17 12:36:08,41.474007,-62.0842721,-67.8135309,-62.0702326,-62.0842721,-67.8135309,-62.0702326,6.5450915649044585,38.159157266475965,0.0,,0.43633943766029715,26.398244675919152
1760697368.119771,2025-10-17 12:36:08,41.531519,-62.0842721,-67.7388439,-62.0702326,-62.0842721,-67.7388439,-62.0702326,6.2412385236648955,37.952707804869846,0.0,,0.4160825682443265,26.19179521431304
1760697368.124771,2025-10-17 12:36:08,41.536519,-62.0837274,-67.7388439,-62.0702326,-62.0837274,-67.7388439,-62.0702326,6.215774309010041,37.93495237110266,0.0,,0.4143849539340028,26.17403978054585
1760697368.127772,2025-10-17 12:36:08,41.539520,-62.0837274,-67.7388439,-62.0344922,-62.0837274,-67.7388439,-62.0344922,6.200546092430002,37.92429940221624,0.0,,0.4133697394953336,26.163386811659432
1760697368.137337,2025-10-17 12:36:08,41.549086,-62.0837274,-67.9033351,-62.0344922,-62.0837274,-67.9033351,-62.0344922,6.152195137830793,37.89030102141081,0.0,,0.41014634252205284,26.12938843085399
1760697368.145337,2025-10-17 12:36:08,41.557085,-62.0785686,-67.9033351,-62.0344922,-62.0785686,-67.9033351,-62.0344922,6.11206331336098,37.861878443406844,0.0,,0.4074708875573987,26.100965852850035
1760697368.158336,2025-10-17 12:36:08,41.570085,-62.0785686,-67.9033351,-62.0147145,-62.0785686,-67.9033351,-62.0147145,6.047335278236839,37.81564047562718,0.0,,0.4031556852157893,26.054727885070363
1760697368.189343,2025-10-17 12:36:08,41.601092,-62.0785686,-67.3749903,-62.0147145,-62.0785686,-67.3749903,-62.0147145,5.8951442146648025,37.70494433836034,0.0,,0.39300961431098697,25.94403174780353
1760697368.198343,2025-10-17 12:36:08,41.610091,-62.0762037,-67.3749903,-61.9807213,-62.0762037,-67.3749903,-61.9807213,5.851889858806525,37.672961434678484,0.0,,0.3901259905871018,25.912048844121678
1760697368.240416,2025-10-17 12:36:08,41.652164,-62.0762037,-67.0784507,-61.9807213,-62.0762037,-67.0784507,-61.9807213,5.652510360709819,37.52241367053661,0.0,,0.37683402404732125,25.761501079979794
1760697368.249420,2025-10-17 12:36:08,41.661169,-62.0600981,-67.0784507,-61.9472857,-62.0600981,-67.0784507,-61.9472857,5.611014343825043,37.49041378921975,0.0,,0.37406762292166956,25.729501198662938
1760697368.292427,2025-10-17 12:36:08,41.704175,-62.0600981,-66.6802648,-61.9472857,-62.0600981,-66.6802648,-61.9472857,5.415639145537833,37.336497187637285,0.0,,0.3610426097025222,25.57558459708047
1760697368.300425,2025-10-17 12:36:08,41.712173,-62.0629985,-66.6802648,-61.9008476,-62.0629985,-66.6802648,-61.9008476,5.380316207047351,37.30807800376481,0.0,,0.35868774713649015,25.547165413208003
1760697368.343937,2025-10-17 12:36:08,41.755686,-62.0546136,-64.8522857,-61.9008476,-62.0546136,-64.8522857,-61.9008476,5.190791850556656,37.15233614128878,0.0,,0.3460527900371105,25.391423550731965
1760697368.351496,2025-10-17 12:36:08,41.763244,-62.0546136,-64.8522857,-61.9874457,-62.0546136,-64.8522857,-61.9874457,5.158795600085739,37.125483207569204,0.0,,0.3439197066723827,25.364570617012397
1760697368.395504,2025-10-17 12:36:08,41.807253,-62.0677925,-63.9712182,-61.9874457,-62.0677925,-63.9712182,-61.9874457,4.975018161881645,36.967946705270876,0.0,,0.33166787745877635,25.207034114714062
1760697368.403004,2025-10-17 12:36:08,41.814752,-62.0677925,-63.9712182,-62.0166817,-62.0677925,-63.9712182,-62.0166817,4.944590520071082,36.941303318812345,0.0,,0.32963936800473875,25.180390728255535
1760697368.446013,2025-10-17 12:36:08,41.857761,-62.0698894,-64.9952178,-62.0731525,-62.0698894,-64.9952178,-62.0731525,4.772409755027611,36.78737724752642,0.0,,0.3181606503351742,25.026464656969612
1760697368.507040,2025-10-17 12:36:08,41.918788,-62.0698894,-64.643325,-62.0731525,-62.0698894,-64.643325,-62.0731525,4.537480465317512,36.568147683310954,0.0,,0.30249869768783416,24.80723509275414
1760697368.509034,2025-10-17 12:36:08,41.920782,-62.0689709,-64.643325,-62.0731525,-62.0689709,-64.643325,-62.0731525,4.530092663717659,36.56107085661763,0.0,,0.3020061775811773,24.800158266060816
1760697368.515036,2025-10-17 12:36:08,41.926785,-62.0689709,-64.643325,-62.0837645,-62.0689709,-64.643325,-62.0837645,4.507910329029106,36.53975268510898,0.0,,0.30052735526860713,24.778840094552166
1760697368.553038,2025-10-17 12:36:08,41.964786,-62.0689709,-65.1228801,-62.0837645,-62.0689709,-65.1228801,-62.0837645,4.369070630641545,36.40389065595339,0.0,,0.29127137537610304,24.64297806539658
1760697368.560612,2025-10-17 12:36:08,41.972360,-62.0775523,-65.1228801,-62.0837645,-62.0775523,-65.1228801,-62.0837645,4.342082672220889,36.37698088060717,0.0,,0.2894721781480593,24.616068290050357
1760697368.561613,2025-10-17 12:36:08,41.973361,-62.0775523,-65.1228801,-62.0345919,-62.0775523,-65.1228801,-62.0345919,4.338533598123004,36.37342965029251,0.0,,0.28923557320820037,24.612517059735694
1760697368.607130,2025-10-17 12:36:08,42.018878,-62.0775523,-65.5871679,-62.0345919,-62.0775523,-65.5871679,-62.0345919,4.178730116411328,36.210443231086394,0.0,,0.27858200776075526,24.44953064052958
1760697368.610131,2025-10-17 12:36:08,42.021879,-62.0926768,-65.5871679,-62.0345919,-62.0926768,-65.5871679,-62.0345919,4.168494142594063,36.19979195579757,0.0,,0.27789960950627096,24.438879365240762
1760697368.613130,2025-10-17 12:36:08,42.024878,-62.0926768,-65.5871679,-61.9624345,-62.0926768,-65.5871679,-61.9624345,4.158288917774237,36.189146608097744,0.0,,0.2772192611849491,24.428234017540937
1760697368.659131,2025-10-17 12:36:08,42.070879,-62.0926768,-65.6898779,-61.9624345,-62.0926768,-65.6898779,-61.9624345,4.003509720618236,36.02440887321954,0.0,,0.2669006480412158,24.26349628266273
1760697368.662131,2025-10-17 12:36:08,42.073879,-62.1000241,-65.6898779,-61.9427302,-62.1000241,-65.6898779,-61.9427302,3.9937076286903253,36.013762678721534,0.0,,0.26624717524602176,24.25285008816472
1760697368.705175,2025-10-17 12:36:08,42.116923,-62.1000241,-68.0365938,-61.9427302,-62.1000241,-68.0365938,-61.9427302,3.8545269966661033,35.859710917666355,0.0,,0.2569684664444069,24.098798327109545
1760697368.710175,2025-10-17 12:36:08,42.121923,-62.0791599,-68.0365938,-61.9427302,-62.0791599,-68.0365938,-61.9427302,3.838799801198564,35.84195463640753,0.0,,0.25591998674657096,24.081042045850722
1760697368.714175,2025-10-17 12:36:08,42.125924,-62.0791599,-68.0365938,-61.9894149,-62.0791599,-68.0365938,-61.9894149,3.8262663713896385,35.82775200818777,0.0,,0.25508442475930926,24.066839417630966
1760697368.757175,2025-10-17 12:36:08,42.168923,-62.0791599,-66.8388132,-61.9894149,-62.0791599,-66.8388132,-61.9894149,3.6930572249221663,35.67386037213767,0.0,,0.24620381499481112,23.912947781580854
1760697368.760174,2025-10-17 12:36:08,42.171922,-62.0706259,-66.8388132,-61.9894149,-62.0706259,-66.8388132,-61.9894149,3.6840159553500897,35.66321502443784,0.0,,0.24560106369000603,23.90230243388103
1760697368.764176,2025-10-17 12:36:08,42.175924,-62.0706259,-66.8388132,-61.9820168,-62.0706259,-66.8388132,-61.9820168,3.671985019589707,35.64900900763737,0.0,,0.24479900130598048,23.888096417080558
1760697368.800695,2025-10-17 12:36:08,42.212443,-62.0706259,-66.7709236,-61.9820168,-62.0706259,-66.7709236,-61.9820168,3.563268483818002,35.51848546641704,0.0,,0.23755123225453348,23.757572875860227
1760697368.816205,2025-10-17 12:36:08,42.227953,-62.0697888,-66.7709236,-61.9942113,-62.0697888,-66.7709236,-61.9942113,3.51826824314404,35.46328948275545,0.0,,0.2345512162096027,23.70237689219864
1760697368.837202,2025-10-17 12:36:08,42.248950,-62.0697888,-66.9503045,-61.9942113,-62.0697888,-66.9503045,-61.9942113,3.4581882945937297,35.38848636444179,0.0,,0.2305458863062487,23.62757377388498
1760697368.864205,2025-10-17 12:36:08,42.275953,-62.0568832,-66.9503045,-61.9942113,-62.0568832,-66.9503045,-61.9942113,3.3823327884153778,35.29216335686953,0.0,,0.22548885256102522,23.53125076631272
